CD_CLIENTE,INADIMPLENTE,NM_MUN,SG_UF,SCORE,TEM_AUXILIO,TEM_BOLSAFAMILIA,NM_REGIAO,CD_UF,CD_MUN,PF_CNT,PF_VOL,PF_ITS,PF_TPR,PF_GRV,PF_MRC,PF_TDC,PF_FRQ,PF_VLR,PF_REC,PF_ETB,PF_MOD01,PF_MOD02,PF_MOD03,PF_MOD04,Bancarizado,OCUPACAO,IDADE,CD_MESO
173,0,MUNDO NOVO,MS,862,1,0,CENTRO-OESTE,50,5005681,1,95.26,1,0,1,0,51,34.33,0,10.97,101,0,34.33,42.67,101,1,3,36,5005
174,0,RIO DE JANEIRO,RJ,919,0,0,SUDESTE,33,3304557,1,98.34,1,0,1,1,99.2,101,0,54.7,1,0,51,101,101,1,3,58,3304
175,0,GUARAPARI,ES,264,1,0,SUDESTE,32,3202405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,51,3202
176,0,CATUIPE,RS,302,1,0,SUL,43,4305009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,4305
177,0,MAGE,RJ,853,1,0,SUDESTE,33,3302502,1,101,0,0,2.72,1,27.89,101,97.62,47.21,1,0,0,0,101,1,3,49,3302
178,0,SARANDI,RS,461,0,0,SUL,43,4320107,1,1,1,57.49,8.89,1,51,101,0,67.4,46.48,0,101,34.33,101,1,3,28,4320
179,0,CAMACARI,BA,351,0,0,NORDESTE,29,2905701,101,1,0,72.63,40.58,1,1.25,101,74.88,38.99,1,0,101,0,0,0,4,38,2905
180,0,PLANALTINA,GO,697,0,0,CENTRO-OESTE,52,5217609,54.51,0,0,0,101,1,27.89,101,99.59,0,101,0,0,0,101,1,3,38,5217
181,0,SERRA,ES,338,0,0,SUDESTE,32,3205002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,3205
182,0,MARICA,RJ,673,1,0,SUDESTE,33,3302700,21.61,1,0,0,1,0,74.11,59.33,0,0,1,0,0,0,42.67,0,1,57,3302
183,1,GOIANIRA,GO,559,0,0,CENTRO-OESTE,52,5208806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37,5208
184,0,CAPIVARI,SP,618,0,0,SUDESTE,35,3510401,1.12,58.74,0,71.64,5.55,1,74.11,101,43.88,77.16,18.59,0,101,0,101,1,2,71,3510
185,0,LINHARES,ES,559,0,0,SUDESTE,32,3203205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,49,3203
186,1,JUAZEIRO DO NORTE,CE,457,0,0,NORDESTE,23,2307304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37,2307
187,0,SANTA BARBARA,BA,644,0,0,NORDESTE,29,2927507,1,76.61,0,96.79,1,0,51,76,95.18,30.13,1,0,101,0,101,1,3,38,2927
188,0,FRANCA,SP,826,0,0,SUDESTE,35,3516200,2.87,37.98,0,77.99,4.33,1,51,101,0,30.13,1,0,101,0,101,1,3,64,3516
189,0,SANTAREM,PA,514,0,0,NORTE,15,1506807,1,89.38,0,48.77,1,0,51,1,0,97.4,98.68,0,59.33,0,101,1,3,27,1506
190,1,SAO PAULO,SP,298,1,1,SUDESTE,35,3550308,77.63,2.73,0,0,1,0,89.08,84.33,0,20.74,1,0,101,0,101,1,3,33,3550
191,0,JULIO DE CASTILHOS,RS,858,0,0,SUL,43,4311205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,4311
192,0,SAO GONCALO,RJ,400,1,0,SUDESTE,33,3304904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,3304
193,1,MESQUITA,RJ,512,1,1,SUDESTE,33,3302858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,52,3302
194,0,NOVA IGUACU,RJ,881,0,0,SUDESTE,33,3303500,1,90.99,0,14.91,1,0,51,1,0,30.13,1,0,101,101,101,1,3,52,3303
195,0,CAMPINAS,SP,491,1,0,SUDESTE,35,3509502,47.67,10.06,1,8.98,10.52,99.66,27.89,101,9.9,30.13,81.45,0,101,17.67,101,1,2,60,3509
196,0,PARANAGUA,PR,366,1,1,SUL,41,4118204,101,1,0,0,0,0,51,1,0,10.97,1,0,0,0,101,1,3,52,4118
197,1,JOAO PESSOA,PB,633,1,0,NORDESTE,25,2507507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,2507
198,1,JI-PARANÁ,RO,366,0,0,NA,NA,1100122,28.32,5.93,0,0,32.25,1,12.92,101,101,54.7,99.66,0,0,0,101,1,3,30,1100
199,0,SANTA BARBARA D OESTE,SP,716,1,0,SUDESTE,35,3545803,1.04,68.92,0,0,1,0,27.89,101,36.37,10.97,1,0,0,0,101,1,1,60,3545
200,0,CASA BRANCA,SP,915,0,0,SUDESTE,35,3510807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,68,3510
201,0,SAO LUIS,MA,875,0,0,NORDESTE,21,2111300,1,101,1.97,96.79,6.56,1,12.92,101,27.02,30.13,1,0,101,101,101,1,6,36,2111
202,0,BRUMADO,BA,826,0,0,NORDESTE,29,2904605,1,101,0,69.58,3.27,1,27.89,101,29.16,38.99,1,101,0,0,101,1,4,33,2904
203,0,ANALANDIA,SP,864,0,0,SUDESTE,35,3502002,1,88.66,101,73.59,1,0,89.08,84.33,1,54.7,24.37,101,92.67,101,101,1,4,67,3502
204,1,SAO PAULO,SP,288,0,0,SUDESTE,35,3550308,62.97,1,0,16.86,11,1,12.92,101,7.45,10.97,1,0,101,0,0,0,3,40,3550
205,0,MACEIO,AL,379,1,0,NORDESTE,27,2704302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,2704
206,1,FRANCISCO BELTRAO,PR,642,0,0,SUL,41,4108403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,47,4108
207,0,SAO GABRIEL DA PALHA,ES,421,0,0,SUDESTE,32,3204708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48,3204
208,0,CUIABA,MT,292,0,0,CENTRO-OESTE,51,5103403,101,1,0,83.1,37,1,1,101,101,61.44,1,0,101,0,0,0,2,35,5103
209,1,CAMPOS DOS GOYTACAZES,RJ,788,0,0,NA,NA,3301009,99.3,1,0,0,1,0,51,51,0,0,101,0,0,0,92.67,1,1,50,3301
210,1,SALVADOR,BA,334,0,0,NORDESTE,29,2927408,6.91,44.7,99.03,16.86,1,0,51,1,0,38.99,94.11,0,42.67,101,101,1,3,36,2927
211,0,TERESINA,PI,533,0,0,NORDESTE,22,2211001,2.66,73.12,1,16.86,1,0,96.26,92.67,59.6,67.4,94.11,0,101,67.67,101,1,3,48,2211
212,0,PORTO ALEGRE,RS,383,0,0,SUL,43,4314902,6.09,21.92,50.31,0,1,0,74.11,67.67,1,20.74,1,0,0,101,101,1,3,33,4314
213,0,NOVA IGUACU,RJ,656,0,0,SUDESTE,33,3303500,6.26,11.07,0,0,1,0,51,76,11.76,10.97,1,0,0,0,101,1,4,53,3303
214,1,PORTO ALEGRE,RS,307,0,0,SUL,43,4314902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,4314
215,0,SAO PAULO,SP,514,1,0,SUDESTE,35,3550308,1,72.21,0,0,9.33,1,12.92,101,1,10.97,1,0,0,0,101,1,1,36,3550
216,1,UBERLANDIA,MG,429,1,0,SUDESTE,31,3170206,49.6,5.13,0,0,1,0,51,1,0,0,101,0,17.67,0,0,0,2,24,3170
217,0,FORTALEZA,CE,404,0,0,NORDESTE,23,2304400,1,80.7,1,0,1,0,96.26,92.67,41.06,47.21,1,0,0,101,101,1,3,34,2304
218,0,NOVO HAMBURGO,RS,224,1,0,SUL,43,4313409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,4313
219,0,BELEM,PA,455,0,0,NORTE,15,1501402,12,31.53,29.66,96.79,21,1,51,101,0,30.13,100.9,0,101,76,34.33,1,3,26,1501
220,0,SAO LEOPOLDO,RS,818,0,0,SUL,43,4318705,2.02,21.03,99.35,96.62,12.11,1,27.89,101,101,54.7,85.83,0,101,101,101,1,3,33,4318
221,0,CAPIM BRANCO,MG,71,1,0,SUDESTE,31,3112505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,3112
222,1,SAO GONCALO,RJ,612,1,0,SUDESTE,33,3304904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,56,3304
223,0,SAO JOSE DO RIO PRETO,SP,635,0,0,SUDESTE,35,3549805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,75,3549
224,0,JEQUIE,BA,502,1,0,NORDESTE,29,2918001,101,1,0,0,1,0,51,9.33,0,0,1,0,0,0,51,0,1,40,2918
225,0,CATANDUVA,SP,650,1,0,SUDESTE,35,3511102,4.17,24.89,0,20.74,8.69,1,51,101,0,38.99,1,0,101,101,67.67,1,1,70,3511
226,0,BELEM,PA,394,0,0,NORTE,15,1501402,60.94,7.63,71.64,53.27,51,1,2.8,76,55.57,61.44,94.11,0,76,101,0,0,3,30,1501
227,0,SALVADOR,BA,896,1,0,NORDESTE,29,2927408,1,72.7,0,96.45,1,0,51,1,0,67.4,69.23,0,101,101,101,1,4,36,2927
228,0,SAO JOSE DOS CAMPOS,SP,658,0,0,SUDESTE,35,3549904,1,63.6,100.1,0,5.76,1,27.89,101,43.73,67.4,64.51,0,1,101,101,1,1,65,3549
229,0,SAO PAULO,SP,362,1,0,SUDESTE,35,3550308,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.67,0,3,36,3550
230,0,SAO PAULO,SP,362,1,0,SUDESTE,35,3550308,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17.67,0,3,36,3550
231,0,BELEM,PA,726,1,0,NORTE,15,1501402,1.05,75.2,0,57.49,5.55,97.95,12.92,101,0,61.44,100.8,0,101,0,101,1,4,23,1501
232,0,FORTALEZA,CE,385,1,0,NORDESTE,23,2304400,101,1,0,0,0,1,51,101,0,10.97,1,0,1,0,101,1,3,34,2304
233,0,BALNEARIO GAIVOTA,SC,796,0,0,SUL,42,4202073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,4202
234,0,NILOPOLIS,RJ,228,1,0,SUDESTE,33,3303203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,3303
235,0,TERESINA,PI,608,1,0,NORDESTE,22,2211001,20.06,12.98,0,0,1,0,51,34.33,0,20.74,1,0,0,101,92.67,1,1,31,2211
236,0,RECIFE,PE,470,0,0,NORDESTE,26,2611606,25.7,73.38,1,96.79,6.26,1,12.92,101,19.63,30.13,85.83,0,101,101,101,1,3,35,2611
237,0,FORTALEZA,CE,608,1,0,NORDESTE,23,2304400,3.1,31.68,0,0,17.67,1,51,101,101,10.97,101,0,0,0,101,1,3,33,2304
238,0,ARACAJU,SE,179,0,0,NORDESTE,28,2800308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,2800
239,0,CACHOEIRO DE ITAPEMIRIM,ES,324,0,0,SUDESTE,32,3201209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,3201
240,0,MONTE ALTO,SP,873,0,0,SUDESTE,35,3531308,1,101,87.57,72.63,8.45,18.19,101,101,101,100.9,27.74,0,101,101,101,1,5,70,3531
241,0,JOAO PESSOA,PB,822,0,0,NORDESTE,25,2507507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,82,2507
242,0,COLOMBO,PR,502,1,0,SUL,41,4105805,1,62.7,0,0,1,0,51,76,30.68,10.97,1,0,0,0,101,1,2,31,4105
243,0,RIO GRANDE,RS,792,1,0,SUL,43,4315602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,35,4315
244,0,SOROCABA,SP,788,0,0,SUDESTE,35,3552205,1,101,0,68.51,1,97.95,89.08,101,87.4,67.4,77.16,0,101,101,101,1,6,62,3552
245,0,ARAPONGAS,PR,858,1,0,SUL,41,4101507,1,101,10.32,0,1,0,51,67.67,1,47.21,33.15,0,9.33,92.67,101,1,3,46,4101
246,0,RIO DE JANEIRO,RJ,873,1,0,SUDESTE,33,3304557,1,74.04,1.02,0,1,0,51,1,0,20.74,98.68,0,0,67.67,101,1,1,49,3304
247,1,NOSSA SENHORA DO SOCORRO,SE,245,1,1,NORDESTE,28,2804805,21.28,9.85,0,0,1,0,51,42.67,1,30.13,1,0,0,0,101,1,1,42,2804
248,0,SERRA,ES,343,0,0,SUDESTE,32,3205002,0,0,0,0,0,0,0,0,0,0,101,0,0,0,92.67,1,6,36,3205
249,0,FARROUPILHA,RS,923,0,0,SUL,43,4307906,1,100.3,13.72,96.62,3.04,1,12.92,101,1,54.7,35.27,0,101,101,101,1,6,32,4307
250,0,BRASILIA,DF,856,1,0,CENTRO-OESTE,53,5300108,1,86.44,0,0,1,0,51,1,0,10.97,1,0,0,0,101,1,1,29,5300
251,0,VITORIA DA CONQUISTA,BA,817,0,0,NORDESTE,29,2933307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37,2933
252,0,CONCEICAO DO COITE,BA,300,0,0,NORDESTE,29,2908408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39,2908
253,1,SOROCABA,SP,803,0,0,SUDESTE,35,3552205,1,100.4,1,18.81,2.45,1,100.8,101,8.52,61.44,1,0,101,51,101,1,1,66,3552
254,1,SALVADOR,BA,623,1,0,NORDESTE,29,2927408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,2927
255,0,TERESINA,PI,377,0,0,NORDESTE,22,2211001,1,99.58,0,96.62,1,0,96.26,92.67,1,47.21,1,0,101,0,101,1,2,35,2211
256,0,SAO PAULO,SP,921,0,0,SUDESTE,35,3550308,1.01,44.21,0,0,1,0,51,1,0,30.13,1,0,0,0,101,1,3,60,3550
257,0,CRISTALANDIA,TO,775,0,0,NORTE,17,1706100,1,98.65,0,96.08,13.5,1,96.26,101,34.74,47.21,1,0,101,0,1,0,3,33,1706
258,0,MARAU,RS,815,0,0,SUL,43,4311809,1,101,22.39,54.7,13.66,89.29,5.74,101,101,98.05,83.63,101,101,76,101,1,3,32,4311
259,0,RIO DE JANEIRO,RJ,786,1,0,SUDESTE,33,3304557,1,61.59,0,0,1,0,74.11,67.67,1,20.74,1,0,0,0,101,1,2,48,3304
260,0,MUTUIPE,BA,800,0,0,NORDESTE,29,2922409,1,100.9,3.13,70.63,6.31,1,51,101,0,87.17,1,0,101,101,101,1,3,35,2922
261,0,BELEM,PA,493,0,0,NORTE,15,1501402,1,90.27,1,57.49,27.92,1,1.01,101,96.08,100.4,41.41,0,101,51,0,0,3,56,1501
262,0,MARABA,PA,196,1,0,NORTE,15,1504208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,1504
263,1,VARZEA GRANDE,MT,224,1,1,CENTRO-OESTE,51,5108402,101,1,0,0,0,0,51,1,0,0,1,0,0,0,1,0,2,31,5108
264,1,FORTALEZA,CE,923,0,0,NORDESTE,23,2304400,1,101,1,56.11,1,0,51,67.67,1,81.05,24.37,0,101,51,101,1,6,35,2304
265,0,SAO PAULO,SP,703,0,0,SUDESTE,35,3550308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69,3550
266,0,RIO DAS OSTRAS,RJ,372,1,0,SUDESTE,33,3304524,101,1,0,0,1,0,51,1,0,0,101,0,84.33,0,0,0,2,50,3304
267,0,CAMPO VERDE,MT,801,0,0,CENTRO-OESTE,51,5102678,1,101,0,45.62,1,0,51,26,0,20.74,1,0,101,0,101,1,3,35,5102
268,0,TUBARAO,SC,887,0,0,SUL,42,4218707,1,42.74,0,0,1,0,51,1,0,20.74,1,0,0,0,101,1,3,44,4218
269,1,CUIABA,MT,268,1,1,CENTRO-OESTE,51,5103403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,5103
270,1,SAO PAULO,SP,550,0,0,SUDESTE,35,3550308,101,1,0,0,1,0,51,1,0,0,1,0,17.67,0,0,0,5,80,3550
271,0,BRASILIA,DF,750,0,0,CENTRO-OESTE,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32,5300
272,0,NILOPOLIS,RJ,514,0,0,SUDESTE,33,3303203,22.21,23.1,1,78.79,7.06,1,27.89,101,67.22,38.99,1,0,101,51,101,1,5,52,3303
273,0,IMPERATRIZ,MA,703,0,0,NORDESTE,21,2105302,1,101,1,82.44,2.02,89.29,1.25,101,19.41,93.17,69.5,0,101,67.67,0,0,3,37,2105
274,1,GUAPIMIRIM,RJ,273,0,0,SUDESTE,33,3301850,43.43,27.02,0,71.64,1.73,1,51,101,0,87.17,46.96,0,101,0,101,1,5,62,3301
275,1,GUARULHOS,SP,567,0,0,SUDESTE,35,3518800,1.61,80.34,0,47.21,5.35,97.95,51,101,90.63,20.74,1,0,101,0,101,1,3,64,3518
276,0,FORTALEZA,CE,334,0,0,NORDESTE,23,2304400,16.98,22.45,0,0,1,0,51,1,0,10.97,1,0,0,0,101,1,3,27,2304
277,0,NITEROI,RJ,782,0,0,SUDESTE,33,3303302,55.06,3.47,0,0,1,0,51,1,0,10.97,1,0,0,0,101,0,2,57,3303
278,0,SANTANA DE PARNAIBA,SP,364,0,0,SUDESTE,35,3547304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,46,3547
279,1,SALVADOR,BA,563,0,0,NORDESTE,29,2927408,1,71.32,0,0,1,0,51,1,0,10.97,1,0,0,0,101,1,5,42,2927
280,0,TERESINA,PI,881,0,0,NORDESTE,22,2211001,1,71.91,0,0,1,0,51,1,0,10.97,1,0,0,0,101,1,2,73,2211
281,0,PORTO NACIONAL,TO,801,1,0,NORTE,17,1718204,1,92.65,0,0,1,0,51,26,0,10.97,1,0,0,0,101,1,3,34,1718
282,0,BAYEUX,PB,603,1,0,NORDESTE,25,2501807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,51,2501
283,0,RIO DE JANEIRO,RJ,902,0,0,SUDESTE,33,3304557,1,43.61,12.05,0,1,0,51,1,0,20.74,1,0,0,101,101,1,1,50,3304
284,0,BRASILIA,DF,913,0,0,CENTRO-OESTE,53,5300108,1,60.87,0,0,1,0,74.11,84.33,1,30.13,85.83,0,0,0,101,1,3,32,5300
285,0,OSASCO,SP,364,1,0,SUDESTE,35,3534401,8.74,18.74,0,0,1,0,51,1,0,20.74,101,0,0,0,42.67,0,3,46,3534
286,1,INDAIATUBA,SP,854,1,0,SUDESTE,35,3520509,1,83.75,0,42.36,6.26,0,51,1,0,20.74,1,0,76,0,101,1,3,62,3520
287,0,AGUAI,SP,512,0,0,SUDESTE,35,3500303,3.55,21.2,0,0,1,0,51,1,0,10.97,1,0,0,0,101,1,3,61,3500
288,0,TIMON,MA,205,1,1,NORDESTE,21,2112209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,2112
289,1,CASCAVEL,PR,567,0,0,SUL,41,4104808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45,4104
290,0,RIO DE JANEIRO,RJ,612,0,0,SUDESTE,33,3304557,1,66.08,0,71.64,5.88,1,2.8,101,45.89,89.54,40.41,0,101,0,101,1,3,51,3304
291,0,LONDRINA,PR,915,0,0,SUL,41,4113700,1,100.7,0,12.94,3.86,1,12.92,9.33,1,72.63,59.28,0,9.33,101,101,1,2,42,4113
292,0,BURITI ALEGRE,GO,788,0,0,CENTRO-OESTE,52,5203906,1.14,83.93,1,35.52,4.9,1,51,101,0,72.63,95.9,0,101,34.33,101,1,3,34,5203
293,0,PORTO UNIAO,SC,809,1,1,SUL,42,4213609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,58,4213
294,0,PARANAGUA,PR,510,0,0,SUL,41,4118204,101,53.96,0,63.91,1,0,51,92.67,18.05,10.97,1,0,101,0,0,0,3,43,4118
295,0,CACOAL,RO,800,0,0,NORTE,11,1100049,1,93.66,0,57.49,9.33,78.85,12.92,101,101,38.99,1,0,101,0,101,1,3,27,1100
296,0,BRASILIA,DF,241,1,0,CENTRO-OESTE,53,5300108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,5300
297,0,RIBEIRAO DAS NEVES,MG,692,0,0,SUDESTE,31,3154606,0,0,26.76,0,0,0,0,0,0,10.97,1,0,0,101,0,0,5,87,3154
298,0,RIO DE JANEIRO,RJ,476,1,0,SUDESTE,33,3304557,1.2,1,0,8.98,45.44,1,5.74,101,0,20.74,1,0,101,101,0,0,3,34,3304
299,1,RIO BRANCO,AC,162,0,0,NORTE,12,1200401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,1200
300,0,GRAVATAI,RS,665,0,0,SUL,43,4309209,26.78,36.46,0,0,1,0,51,1,0,10.97,1,0,0,0,101,1,2,32,4309
301,0,RIO DE JANEIRO,RJ,697,0,0,SUDESTE,33,3304557,1,78.49,0,70.63,1,0,74.11,76,1,67.4,91.08,0,34.33,0,101,1,3,46,3304
302,0,SALVADOR,BA,788,1,0,NORDESTE,29,2927408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,2927
303,0,PARNAIBA,PI,213,1,0,NORDESTE,22,2207702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37,2207
304,1,ARACAJU,SE,222,1,1,NORDESTE,28,2800308,0,0,0,0,0,0,0,0,0,10.97,1,0,0,0,101,1,1,50,2800
305,0,SAO GONCALO,RJ,544,1,0,SUDESTE,33,3304904,8.65,12.68,0,0,1,1,51,101,0,54.7,101,0,0,0,26,1,3,46,3304
306,0,DOURADOS,MS,436,0,0,CENTRO-OESTE,50,5003702,3.33,40.9,0,31.95,4.85,1,74.11,101,9.16,38.99,77.16,0,101,0,101,1,3,33,5003
307,1,SAO GONCALO,RJ,366,0,0,SUDESTE,33,3304904,101,0,0,0,0,1,51,101,0,0,1,0,1,0,0,0,3,50,3304
308,0,NOVA HARTZ,RS,442,0,0,SUL,43,4313060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,4313
309,0,VIAMAO,RS,697,0,0,SUL,43,4323002,1.03,92.29,0,0,1,0,51,1,0,10.97,1,0,0,0,84.33,1,3,27,4323
310,0,APUCARANA,PR,198,0,0,SUL,41,4101408,23.16,7.03,0,57.49,29.57,1,1,101,83.91,67.4,1,0,101,0,0,0,5,50,4101
311,0,FLORES DA CUNHA,RS,252,0,0,SUL,43,4308201,57.41,55.07,1,22.65,12.29,1,2.8,101,26.03,54.7,81.45,0,101,42.67,0,0,3,30,4308
312,0,TATUI,SP,764,0,0,SUDESTE,35,3554003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,69,3554
313,0,RIO DE JANEIRO,RJ,786,0,0,SUDESTE,33,3304557,40.39,6.84,17.29,0,1,0,51,1,0,20.74,100.8,0,0,92.67,101,1,3,40,3304
314,0,IPAMERI,GO,894,0,0,CENTRO-OESTE,52,5210109,1,91.46,0,0,1,0,74.11,92.67,0,38.99,1,0,1,101,101,1,4,35,5210
315,0,JAPERI,RJ,533,0,0,SUDESTE,33,3302270,0,0,99.67,0,0,0,0,0,0,10.97,101,0,0,92.67,0,0,3,52,3302
316,0,JOINVILLE,SC,561,0,0,SUL,42,4209102,1.04,62.65,19.05,14.91,7.67,1,99.2,101,101,61.44,1,0,92.67,101,101,1,3,30,4209
317,0,SAO VICENTE,SP,909,0,0,SUDESTE,35,3551009,1.54,101,0,16.86,1,0,51,76,1.39,54.7,1,0,101,0,101,1,3,62,3551
318,1,CARLOS BARBOSA,RS,550,0,0,SUL,43,4304804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,4304
319,0,LUZIANIA,GO,745,0,0,CENTRO-OESTE,52,5212501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32,5212
320,0,GUARUJA,SP,535,0,0,SUDESTE,35,3518701,1.01,19.7,100.9,70.63,5.49,1,27.89,101,81.48,72.63,43.09,0,101,101,101,1,5,63,3518
321,0,RECIFE,PE,442,1,0,NORDESTE,26,2611606,1,74.39,1,0,5.76,1,12.92,84.33,1,72.63,99.14,0,0,42.67,101,1,2,45,2611
322,1,MADRE DE DEUS,BA,366,1,1,NORDESTE,29,2919926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39,2919
323,0,SAO PAULO,SP,853,0,0,SUDESTE,35,3550308,2.26,6.27,0,0,1,0,51,1,0,20.74,1,0,0,0,101,1,3,46,3550
324,0,CURITIBA,PR,743,1,0,SUL,41,4106902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,4106
325,1,PORTO ALEGRE,RS,368,1,0,SUL,43,4314902,97.94,1,1,0,34.33,1,51,101,0,0,100.8,0,0,9.33,84.33,1,3,30,4314
326,0,SALINOPOLIS,PA,275,1,1,NORTE,15,1506203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,1506
327,0,MAFRA,SC,904,0,0,SUL,42,4210100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,4210
328,0,ALTO GARCAS,MT,790,0,0,CENTRO-OESTE,51,5100409,20.02,24.3,0,0,1,0,51,1,0,20.74,98.68,0,0,84.33,101,1,3,33,5100
329,0,RIO DAS PEDRAS,SP,552,1,0,SUDESTE,35,3544004,0,0,0,63.91,0,0,0,0,0,54.7,101,0,76,0,0,0,1,61,3544
330,0,MAGE,RJ,525,1,0,SUDESTE,33,3302502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,46,3302
331,0,BELO HORIZONTE,MG,500,1,0,SUDESTE,31,3106200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,3106
332,0,PICOS,PI,688,0,0,NORDESTE,22,2208007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,2208
333,0,MESQUITA,RJ,485,0,0,SUDESTE,33,3302858,58.16,5.58,1,92.21,3,1,100.8,101,34.76,54.7,1,0,101,101,17.67,0,3,49,3302
334,0,SAO PAULO,SP,535,0,0,SUDESTE,35,3550308,1,101,0,69.58,3.5,54.37,101,101,9.9,81.05,1,0,101,0,101,1,5,73,3550
335,0,BURITI ALEGRE,GO,620,0,0,CENTRO-OESTE,52,5203906,3.36,53.41,0,96.79,7.25,1,74.11,101,40.38,20.74,1,0,101,0,76,1,3,34,5203
336,0,JI-PARANÁ,RO,287,1,0,NA,NA,1100122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,1100
337,0,SERRA,ES,701,1,1,SUDESTE,32,3205002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,3205
338,0,GOIANIA,GO,711,1,0,CENTRO-OESTE,52,5208707,96.58,0,0,0,101,1,12.92,101,4.22,10.97,1,0,0,0,101,1,3,28,5208
339,1,CARAPICUIBA,SP,379,0,0,SUDESTE,35,3510609,1.51,45.95,0,62.69,17.44,1,2.8,101,101,84.37,27.16,0,101,0,101,1,2,64,3510
340,0,FORMOSA,GO,765,0,0,CENTRO-OESTE,52,5208004,84.48,4.69,0,0,1,0,74.11,92.67,101,10.97,1,0,0,0,101,1,5,79,5208
341,0,PETROLINA,PE,230,1,1,NORDESTE,26,2611101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,2611
342,0,SALVADOR,BA,792,0,0,NORDESTE,29,2927408,2.21,81.66,0,95.68,1,0,51,1,0,38.99,1,101,101,0,101,1,2,35,2927
343,0,BELEM,PA,413,0,0,NORTE,15,1501402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,1501
344,0,SAO LUIS,MA,529,1,0,NORDESTE,21,2111300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,2111
